DetId, BinaryDetId, Endcap-Disc name, Ring, r(mm), z(mm), tiltAngle(deg), phi(deg),  meanWidth(mm) (orthoradial), length(mm) (radial), sensorSpacing(mm), sensorThickness(mm)
353117192,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,16.875,16.8,43.45,0,0.15
353117196,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,28.125,16.8,43.45,0,0.15
353117200,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,39.375,16.8,43.45,0,0.15
353117204,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,50.625,16.8,43.45,0,0.15
353117208,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,61.875,16.8,43.45,0,0.15
353117212,1.0101000011E+028,FPIX_1-D3,2,70.725,402.99,90,73.125,16.8,43.45,0,0.15
353117216,1.0101000011E+028,FPIX_1-D3,2,70.725,406.99,90,84.375,16.8,43.45,0,0.15
353121308,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,97.5,33.85,43.45,0,0.15
353121312,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,112.5,33.85,43.45,0,0.15
353121316,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,127.5,33.85,43.45,0,0.15
353121320,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,142.5,33.85,43.45,0,0.15
353121324,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,157.5,33.85,43.45,0,0.15
353121328,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,172.5,33.85,43.45,0,0.15
353121332,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,-172.5,33.85,43.45,0,0.15
353121336,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,-157.5,33.85,43.45,0,0.15
353121340,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,-142.5,33.85,43.45,0,0.15
353121344,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,-127.5,33.85,43.45,0,0.15
353121348,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,-112.5,33.85,43.45,0,0.15
353121352,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,-97.5,33.85,43.45,0,0.15
353121356,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,-82.5,33.85,43.45,0,0.15
353121360,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,-67.5,33.85,43.45,0,0.15
353121364,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,-52.5,33.85,43.45,0,0.15
353121368,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,-37.5,33.85,43.45,0,0.15
353121372,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,-22.5,33.85,43.45,0,0.15
353121376,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,-7.5,33.85,43.45,0,0.15
353121284,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,7.5,33.85,43.45,0,0.15
353121288,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,22.5,33.85,43.45,0,0.15
353121292,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,37.5,33.85,43.45,0,0.15
353121296,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,52.5,33.85,43.45,0,0.15
353121300,1.0101000011E+028,FPIX_1-D3,3,104.925,410.99,90,67.5,33.85,43.45,0,0.15
353121304,1.0101000011E+028,FPIX_1-D3,3,104.925,414.99,90,82.5,33.85,43.45,0,0.15
353125412,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,95.625,33.85,43.45,0,0.15
353125416,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,106.875,33.85,43.45,0,0.15
353125420,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,118.125,33.85,43.45,0,0.15
353125424,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,129.375,33.85,43.45,0,0.15
353125428,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,140.625,33.85,43.45,0,0.15
353125432,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,151.875,33.85,43.45,0,0.15
353125436,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,163.125,33.85,43.45,0,0.15
353125440,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,174.375,33.85,43.45,0,0.15
353125444,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-174.375,33.85,43.45,0,0.15
353125448,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-163.125,33.85,43.45,0,0.15
353125452,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-151.875,33.85,43.45,0,0.15
353125456,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-140.625,33.85,43.45,0,0.15
353125460,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-129.375,33.85,43.45,0,0.15
353125464,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-118.125,33.85,43.45,0,0.15
353125468,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-106.875,33.85,43.45,0,0.15
353125472,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-95.625,33.85,43.45,0,0.15
353125476,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-84.375,33.85,43.45,0,0.15
353125480,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-73.125,33.85,43.45,0,0.15
353125484,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-61.875,33.85,43.45,0,0.15
353125488,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-50.625,33.85,43.45,0,0.15
353125492,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-39.375,33.85,43.45,0,0.15
353125496,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-28.125,33.85,43.45,0,0.15
353125500,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,-16.875,33.85,43.45,0,0.15
353125504,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,-5.625,33.85,43.45,0,0.15
353125380,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,5.625,33.85,43.45,0,0.15
353125384,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,16.875,33.85,43.45,0,0.15
353125388,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,28.125,33.85,43.45,0,0.15
353125392,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,39.375,33.85,43.45,0,0.15
353125396,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,50.625,33.85,43.45,0,0.15
353125400,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,61.875,33.85,43.45,0,0.15
353125404,1.01010000110001E+028,FPIX_1-D3,4,138.265,402.99,90,73.125,33.85,43.45,0,0.15
353125408,1.01010000110001E+028,FPIX_1-D3,4,138.265,406.99,90,84.375,33.85,43.45,0,0.15
353375256,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,99,16.8,43.45,0,0.15
353375260,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,117,16.8,43.45,0,0.15
353375264,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,135,16.8,43.45,0,0.15
353375268,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,153,16.8,43.45,0,0.15
353375272,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,171,16.8,43.45,0,0.15
353375276,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,-171,16.8,43.45,0,0.15
353375280,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,-153,16.8,43.45,0,0.15
353375284,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,-135,16.8,43.45,0,0.15
353375288,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,-117,16.8,43.45,0,0.15
353375292,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,-99,16.8,43.45,0,0.15
353375296,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,-81,16.8,43.45,0,0.15
353375300,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,-63,16.8,43.45,0,0.15
353375304,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,-45,16.8,43.45,0,0.15
353375308,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,-27,16.8,43.45,0,0.15
353375312,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,-9,16.8,43.45,0,0.15
353375236,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,9,16.8,43.45,0,0.15
353375240,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,27,16.8,43.45,0,0.15
353375244,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,45,16.8,43.45,0,0.15
353375248,1.01010001E+028,FPIX_1-D4,1,52.725,525.11,90,63,16.8,43.45,0,0.15
353375252,1.01010001E+028,FPIX_1-D4,1,52.725,529.11,90,81,16.8,43.45,0,0.15
353379364,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,95.625,16.8,43.45,0,0.15
353379368,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,106.875,16.8,43.45,0,0.15
353379372,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,118.125,16.8,43.45,0,0.15
353379376,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,129.375,16.8,43.45,0,0.15
353379380,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,140.625,16.8,43.45,0,0.15
353379384,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,151.875,16.8,43.45,0,0.15
353379388,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,163.125,16.8,43.45,0,0.15
353379392,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,174.375,16.8,43.45,0,0.15
353379396,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-174.375,16.8,43.45,0,0.15
353379400,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-163.125,16.8,43.45,0,0.15
353379404,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-151.875,16.8,43.45,0,0.15
353379408,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-140.625,16.8,43.45,0,0.15
353379412,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-129.375,16.8,43.45,0,0.15
353379416,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-118.125,16.8,43.45,0,0.15
353379420,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-106.875,16.8,43.45,0,0.15
353379424,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-95.625,16.8,43.45,0,0.15
353379428,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-84.375,16.8,43.45,0,0.15
353379432,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-73.125,16.8,43.45,0,0.15
353379436,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-61.875,16.8,43.45,0,0.15
353379440,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-50.625,16.8,43.45,0,0.15
353379444,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-39.375,16.8,43.45,0,0.15
353379448,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-28.125,16.8,43.45,0,0.15
353379452,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,-16.875,16.8,43.45,0,0.15
353379456,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,-5.625,16.8,43.45,0,0.15
353379332,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,5.625,16.8,43.45,0,0.15
353379336,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,16.875,16.8,43.45,0,0.15
353379340,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,28.125,16.8,43.45,0,0.15
353379344,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,39.375,16.8,43.45,0,0.15
353379348,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,50.625,16.8,43.45,0,0.15
353379352,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,61.875,16.8,43.45,0,0.15
353379356,1.01010001E+028,FPIX_1-D4,2,70.725,517.11,90,73.125,16.8,43.45,0,0.15
353379360,1.01010001E+028,FPIX_1-D4,2,70.725,521.11,90,84.375,16.8,43.45,0,0.15
353383452,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,97.5,33.85,43.45,0,0.15
353383456,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,112.5,33.85,43.45,0,0.15
353383460,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,127.5,33.85,43.45,0,0.15
353383464,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,142.5,33.85,43.45,0,0.15
353383468,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,157.5,33.85,43.45,0,0.15
353383472,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,172.5,33.85,43.45,0,0.15
353383476,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,-172.5,33.85,43.45,0,0.15
353383480,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,-157.5,33.85,43.45,0,0.15
353383484,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,-142.5,33.85,43.45,0,0.15
353383488,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,-127.5,33.85,43.45,0,0.15
353383492,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,-112.5,33.85,43.45,0,0.15
353383496,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,-97.5,33.85,43.45,0,0.15
353383500,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,-82.5,33.85,43.45,0,0.15
353383504,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,-67.5,33.85,43.45,0,0.15
353383508,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,-52.5,33.85,43.45,0,0.15
353383512,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,-37.5,33.85,43.45,0,0.15
353383516,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,-22.5,33.85,43.45,0,0.15
353383520,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,-7.5,33.85,43.45,0,0.15
353383428,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,7.5,33.85,43.45,0,0.15
353383432,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,22.5,33.85,43.45,0,0.15
353383436,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,37.5,33.85,43.45,0,0.15
353383440,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,52.5,33.85,43.45,0,0.15
353383444,1.01010001E+028,FPIX_1-D4,3,104.925,525.11,90,67.5,33.85,43.45,0,0.15
353383448,1.01010001E+028,FPIX_1-D4,3,104.925,529.11,90,82.5,33.85,43.45,0,0.15
353387556,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,95.625,33.85,43.45,0,0.15
353387560,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,106.875,33.85,43.45,0,0.15
353387564,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,118.125,33.85,43.45,0,0.15
353387568,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,129.375,33.85,43.45,0,0.15
353387572,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,140.625,33.85,43.45,0,0.15
353387576,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,151.875,33.85,43.45,0,0.15
353387580,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,163.125,33.85,43.45,0,0.15
353387584,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,174.375,33.85,43.45,0,0.15
353387588,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-174.375,33.85,43.45,0,0.15
353387592,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-163.125,33.85,43.45,0,0.15
353387596,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-151.875,33.85,43.45,0,0.15
353387600,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-140.625,33.85,43.45,0,0.15
353387604,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-129.375,33.85,43.45,0,0.15
353387608,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-118.125,33.85,43.45,0,0.15
353387612,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-106.875,33.85,43.45,0,0.15
353387616,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-95.625,33.85,43.45,0,0.15
353387620,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-84.375,33.85,43.45,0,0.15
353387624,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-73.125,33.85,43.45,0,0.15
353387628,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-61.875,33.85,43.45,0,0.15
353387632,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-50.625,33.85,43.45,0,0.15
353387636,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-39.375,33.85,43.45,0,0.15
353387640,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-28.125,33.85,43.45,0,0.15
353387644,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,-16.875,33.85,43.45,0,0.15
353387648,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,-5.625,33.85,43.45,0,0.15
353387524,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,5.625,33.85,43.45,0,0.15
353387528,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,16.875,33.85,43.45,0,0.15
353387532,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,28.125,33.85,43.45,0,0.15
353387536,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,39.375,33.85,43.45,0,0.15
353387540,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,50.625,33.85,43.45,0,0.15
353387544,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,61.875,33.85,43.45,0,0.15
353387548,1.01010001000001E+028,FPIX_1-D4,4,138.265,517.11,90,73.125,33.85,43.45,0,0.15
353387552,1.01010001000001E+028,FPIX_1-D4,4,138.265,521.11,90,84.375,33.85,43.45,0,0.15
353637400,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,99,16.8,43.45,0,0.15
353637404,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,117,16.8,43.45,0,0.15
353637408,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,135,16.8,43.45,0,0.15
353637412,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,153,16.8,43.45,0,0.15
353637416,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,171,16.8,43.45,0,0.15
353637420,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,-171,16.8,43.45,0,0.15
353637424,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,-153,16.8,43.45,0,0.15
353637428,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,-135,16.8,43.45,0,0.15
353637432,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,-117,16.8,43.45,0,0.15
353637436,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,-99,16.8,43.45,0,0.15
353637440,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,-81,16.8,43.45,0,0.15
353637444,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,-63,16.8,43.45,0,0.15
353637448,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,-45,16.8,43.45,0,0.15
353637452,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,-27,16.8,43.45,0,0.15
353637456,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,-9,16.8,43.45,0,0.15
353637380,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,9,16.8,43.45,0,0.15
353637384,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,27,16.8,43.45,0,0.15
353637388,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,45,16.8,43.45,0,0.15
353637392,1.0101000101E+028,FPIX_1-D5,1,52.725,671.08,90,63,16.8,43.45,0,0.15
353637396,1.0101000101E+028,FPIX_1-D5,1,52.725,675.08,90,81,16.8,43.45,0,0.15
353641508,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,95.625,16.8,43.45,0,0.15
353641512,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,106.875,16.8,43.45,0,0.15
353641516,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,118.125,16.8,43.45,0,0.15
353641520,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,129.375,16.8,43.45,0,0.15
353641524,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,140.625,16.8,43.45,0,0.15
353641528,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,151.875,16.8,43.45,0,0.15
353641532,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,163.125,16.8,43.45,0,0.15
353641536,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,174.375,16.8,43.45,0,0.15
353641540,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-174.375,16.8,43.45,0,0.15
353641544,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-163.125,16.8,43.45,0,0.15
353641548,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-151.875,16.8,43.45,0,0.15
353641552,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-140.625,16.8,43.45,0,0.15
353641556,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-129.375,16.8,43.45,0,0.15
353641560,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-118.125,16.8,43.45,0,0.15
353641564,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-106.875,16.8,43.45,0,0.15
353641568,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-95.625,16.8,43.45,0,0.15
353641572,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-84.375,16.8,43.45,0,0.15
353641576,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-73.125,16.8,43.45,0,0.15
353641580,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-61.875,16.8,43.45,0,0.15
353641584,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-50.625,16.8,43.45,0,0.15
353641588,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-39.375,16.8,43.45,0,0.15
353641592,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-28.125,16.8,43.45,0,0.15
353641596,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,-16.875,16.8,43.45,0,0.15
353641600,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,-5.625,16.8,43.45,0,0.15
353641476,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,5.625,16.8,43.45,0,0.15
353641480,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,16.875,16.8,43.45,0,0.15
353641484,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,28.125,16.8,43.45,0,0.15
353641488,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,39.375,16.8,43.45,0,0.15
353641492,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,50.625,16.8,43.45,0,0.15
353641496,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,61.875,16.8,43.45,0,0.15
353641500,1.0101000101E+028,FPIX_1-D5,2,70.725,663.08,90,73.125,16.8,43.45,0,0.15
353641504,1.0101000101E+028,FPIX_1-D5,2,70.725,667.08,90,84.375,16.8,43.45,0,0.15
353645596,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,97.5,33.85,43.45,0,0.15
353645600,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,112.5,33.85,43.45,0,0.15
353645604,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,127.5,33.85,43.45,0,0.15
353645608,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,142.5,33.85,43.45,0,0.15
353645612,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,157.5,33.85,43.45,0,0.15
353645616,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,172.5,33.85,43.45,0,0.15
353645620,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,-172.5,33.85,43.45,0,0.15
353645624,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,-157.5,33.85,43.45,0,0.15
353645628,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,-142.5,33.85,43.45,0,0.15
353645632,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,-127.5,33.85,43.45,0,0.15
353645636,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,-112.5,33.85,43.45,0,0.15
353645640,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,-97.5,33.85,43.45,0,0.15
353645644,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,-82.5,33.85,43.45,0,0.15
353645648,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,-67.5,33.85,43.45,0,0.15
353645652,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,-52.5,33.85,43.45,0,0.15
353645656,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,-37.5,33.85,43.45,0,0.15
353645660,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,-22.5,33.85,43.45,0,0.15
353645664,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,-7.5,33.85,43.45,0,0.15
353645572,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,7.5,33.85,43.45,0,0.15
353645576,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,22.5,33.85,43.45,0,0.15
353645580,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,37.5,33.85,43.45,0,0.15
353645584,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,52.5,33.85,43.45,0,0.15
353645588,1.0101000101E+028,FPIX_1-D5,3,104.925,671.08,90,67.5,33.85,43.45,0,0.15
353645592,1.0101000101E+028,FPIX_1-D5,3,104.925,675.08,90,82.5,33.85,43.45,0,0.15
353649700,1.01010001010001E+028,FPIX_1-D5,4,138.265,663.08,90,95.625,33.85,43.45,0,0.15
353649704,1.01010001010001E+028,FPIX_1-D5,4,138.265,667.08,90,106.875,33.85,43.45,0,0.15
353649708,1.01010001010001E+028,FPIX_1-D5,4,138.265,663.08,90,118.125,33.85,43.45,0,0.15
353649712,1.01010001010001E+028,FPIX_1-D5,4,138.265,667.08,90,129.375,33.85,43.45,0,0.15
353649716,1.01010001010001E+028,FPIX_1-D5,4,138.265,663.08,90,140.625,33.85,43.45,0,0.15
353649720,1.01010001010001E+028,FPIX_1-D5,4,138.265,667.08,90,151.875,33.85,43.45,0,0.15
353649724,1.01010001010001E+028,FPIX_1-D5,4,138.265,663.08,90,163.125,33.85,43.45,0,0.15
353649728,1.01010001010001E+028,FPIX_1-D5,4,138.265,667.08,90,174.375,33.85,43.45,0,0.15
353649732,1.01010001010001E+028,FPIX_1-D5,4,138.265,663.08,90,-174.375,33.85,43.45,0,0.15
