
  x              y             z     Side   Disk    Ring   Module
-17.6259      -14.8411      -264.4     1      12      5      30
-18.0274      -15.4007      -264.4     1      12      5      30
-13.5834      -19.9069      -264.4     1      12      5      32
-13.7406      -20.3055      -264.4     1      12      5      32
-11.9571      -18.2483      -264.4     1      12      5      32
-4.65071      -23.5537      -265.2     1      12      5      35
-2.49629      -24.8795      -264.4     1      12      5      36
-2.21008      -23.0823      -264.4     1      12      5      36
-1.45235      -22.6203      -264.4     1      12      5      36
0.892587      -23.6904      -265.2     1      12      5      37
7.36808      -24.0052      -265.2     1      12      5      39
7.01349      -21.9794      -265.2     1      12      5      39
8.40614      -20.0862      -265.2     1      12      5      39
8.29034      -19.9681      -264.4     1      12      5      40
9.66463      -19.056      -264.4     1      12      5      40
12.5767      -18.3641      -265.2     1      12      5      41
15.4736      -19.502      -264.4     1      12      5      42
16.03      -19.0867      -264.4     1      12      5      42
17.0216      -16.3956      -265.2     1      12      5      43
17.0491      -16.3981      -265.2     1      12      5      43
17.4258      -13.6876      -265.2     1      12      5      43
21.1743      -12.5684      -264.4     1      12      5      44
20.4878      -11.751      -265.2     1      12      5      45
21.1654      -11.8239      -265.2     1      12      5      45
20.9094      -7.58027      -264.4     1      12      5      46
21.0362      -7.54929      -264.4     1      12      5      46
22.0477      -6.34498      -264.4     1      12      5      46
21.1458      -5.98074      -264.4     1      12      5      46
22.4874      -5.13626      -265.2     1      12      5      47
22.0687      -4.3473      -265.2     1      12      5      47
22.4618      -4.23852      -265.2     1      12      5      47
23.8492      -3.72941      -265.2     1      12      5      47
23.4342      -3.35246      -265.2     1      12      5      47
24.3298      -2.66583      -264.4     1      12      5      48
23.2591      -0.334185      -264.4     1      12      5      48
22.2331      -0.165718      -264.4     1      12      5      48
8.93584      3.02132      175.2     2      9      1      1
7.74557      2.08864      175.2     2      9      1      1
6.31542      1.8385      175.2     2      9      1      1
6.73253      1.5089      175.2     2      9      1      1
9.27261      1.59899      175.2     2      9      1      1
6.61547      1.09602      175.2     2      9      1      1
9.09114      1.3551      175.2     2      9      1      1
6.72681      0.649046      175.2     2      9      1      1
9.13052      0.96015      175.2     2      9      1      1
8.10692      0.703108      175.2     2      9      1      1
9.50446      0.711172      175.2     2      9      1      1
8.45025      0.249921      175.2     2      9      1      1
7.74682      0.0968111      175.2     2      9      1      1
5.65379      4.02342      174.4     2      9      1      2
5.24556      3.76366      174.4     2      9      1      2
6.6103      3.45056      174.4     2      9      1      2
7.94084      3.4414      174.4     2      9      1      2
9.95018      3.58302      174.4     2      9      1      2
8.90391      3.00672      174.4     2      9      1      2
7.7133      2.07969      174.4     2      9      1      2
6.40346      1.36459      174.4     2      9      1      2
4.61064      6.71293      175.2     2      9      1      3
6.24235      7.89875      175.2     2      9      1      3
5.45767      5.97917      175.2     2      9      1      3
7.21153      7.69413      175.2     2      9      1      3
5.58007      5.36292      175.2     2      9      1      3
5.80065      5.32471      175.2     2      9      1      3
7.13143      6.3159      175.2     2      9      1      3
6.94505      5.6811      175.2     2      9      1      3
5.72203      4.31482      175.2     2      9      1      3
5.26332      3.78075      175.2     2      9      1      3
2.26693      7.02237      174.4     2      9      1      4
2.5303      5.7758      174.4     2      9      1      4
3.85424      6.55389      174.4     2      9      1      4
3.97672      6.64559      174.4     2      9      1      4
4.59604      6.67835      174.4     2      9      1      4
-0.495404      7.06012      175.2     2      9      1      5
-0.492089      6.93265      175.2     2      9      1      5
0.861767      9.55156      175.2     2      9      1      5
1.687      7.91054      175.2     2      9      1      5
1.79999      8.17646      175.2     2      9      1      5
2.44575      8.57087      175.2     2      9      1      5
2.44667      8.43994      175.2     2      9      1      5
2.75586      9.60633      175.2     2      9      1      5
-3.01491      10.062      174.4     2      9      1      6
-2.43233      7.21473      174.4     2      9      1      6
-1.77925      7.47021      174.4     2      9      1      6
-1.72709      7.20479      174.4     2      9      1      6
-1.96584      10.1521      174.4     2      9      1      6
-1.01191      6.27569      174.4     2      9      1      6
-1.51576      10.492      174.4     2      9      1      6
-1.03306      9.42307      174.4     2      9      1      6
-0.663669      7.96112      174.4     2      9      1      6
-0.487346      6.90446      174.4     2      9      1      6
-0.486386      7.02625      174.4     2      9      1      6
-0.68466      8.27811      174.4     2      9      1      6
-5.46624      7.19003      175.2     2      9      1      7
-4.19639      5.45498      175.2     2      9      1      7
-4.18098      5.4791      175.2     2      9      1      7
-4.33413      5.7556      175.2     2      9      1      7
-4.13076      5.5453      175.2     2      9      1      7
-4.12927      5.51166      175.2     2      9      1      7
-3.66229      5.92937      175.2     2      9      1      7
-4.7147      8.85389      175.2     2      9      1      7
-4.6241      8.98994      175.2     2      9      1      7
-3.04038      6.27996      175.2     2      9      1      7
-3.28953      7.01647      175.2     2      9      1      7
-2.46306      7.23706      175.2     2      9      1      7
-6.6553      4.66827      174.4     2      9      1      8
-7.60502      5.8612      174.4     2      9      1      8
-7.28321      5.79298      174.4     2      9      1      8
-5.37865      3.90611      174.4     2      9      1      8
-6.97435      7.40745      174.4     2      9      1      8
-4.31047      5.72999      174.4     2      9      1      8
-5.49372      7.14658      174.4     2      9      1      8
-3.63048      5.90913      174.4     2      9      1      8
-10.0028      3.67273      175.2     2      9      1      9
-7.24191      2.5638      175.2     2      9      1      9
-9.47523      4.57581      175.2     2      9      1      9
-5.84806      2.91773      175.2     2      9      1      9
-8.07392      4.49967      175.2     2      9      1      9
-6.17508      3.73137      175.2     2      9      1      9
-8.93893      5.18732      175.2     2      9      1      9
-5.42661      3.88006      175.2     2      9      1      9
-5.40378      3.92199      175.2     2      9      1      9
-6.68524      4.69277      175.2     2      9      1      9
-8.11503      -0.308072      174.4     2      9      1      10
-8.06305      -0.0438515      174.4     2      9      1      10
-6.97771      0.0888987      174.4     2      9      1      10
-9.9624      0.571752      174.4     2      9      1      10
-8.66017      0.601962      174.4     2      9      1      10
-10.549      1.34778      174.4     2      9      1      10
-8.51418      1.13969      174.4     2      9      1      10
-10.4656      1.49031      174.4     2      9      1      10
-8.2784      1.6044      174.4     2      9      1      10
-7.21736      2.54369      174.4     2      9      1      10
-8.78545      -2.94688      175.2     2      9      1      11
-9.81935      -2.92771      175.2     2      9      1      11
-9.07009      -2.23767      175.2     2      9      1      11
-6.89004      -1.28238      175.2     2      9      1      11
-6.76066      -1.0113      175.2     2      9      1      11
-8.22151      -0.427642      175.2     2      9      1      11
-8.16276      -0.350559      175.2     2      9      1      11
-10.6465      -0.668196      175.2     2      9      1      11
-9.44514      -0.317707      175.2     2      9      1      11
-7.00626      0.0913544      175.2     2      9      1      11
-6.97558      -5.1153      174.4     2      9      1      12
-5.85908      -4.41772      174.4     2      9      1      12
-5.89309      -4.23303      174.4     2      9      1      12
-7.69502      -4.93825      174.4     2      9      1      12
-5.60907      -3.40884      174.4     2      9      1      12
-8.74585      -2.94203      174.4     2      9      1      12
-3.98398      -5.47068      175.2     2      9      1      13
-4.67241      -6.11314      175.2     2      9      1      13
-4.20902      -5.26032      175.2     2      9      1      13
-5.87369      -6.87216      175.2     2      9      1      13
-5.10915      -5.84631      175.2     2      9      1      13
-4.52429      -4.8171      175.2     2      9      1      13
-5.89996      -6.08222      175.2     2      9      1      13
-7.10136      -6.82736      175.2     2      9      1      13
-6.61558      -5.82651      175.2     2      9      1      13
-5.87917      -4.43915      175.2     2      9      1      13
-7.01416      -5.13856      175.2     2      9      1      13
-6.44763      -4.53402      175.2     2      9      1      13
-5.78827      -3.64043      175.2     2      9      1      13
-1.73272      -6.84512      174.4     2      9      1      14
-3.31895      -8.81837      174.4     2      9      1      14
-3.42607      -8.81384      174.4     2      9      1      14
-2.33045      -6.4488      174.4     2      9      1      14
-4.61636      -8.81411      174.4     2      9      1      14
-3.51962      -5.35036      174.4     2      9      1      14
-3.97153      -5.44596      174.4     2      9      1      14
-5.08764      -7.55148      174.4     2      9      1      14
-5.61975      -8.25791      174.4     2      9      1      14
-4.64103      -6.09361      174.4     2      9      1      14
-1.36502      -10.5282      175.2     2      9      1      15
-1.47237      -10.3811      175.2     2      9      1      15
-1.50691      -10.463      175.2     2      9      1      15
-1.99981      -9.83758      175.2     2      9      1      15
-1.91665      -8.28976      175.2     2      9      1      15
-1.76677      -6.86401      175.2     2      9      1      15
-2.34302      -6.47505      175.2     2      9      1      15
1.97884      -7.38791      174.4     2      9      1      16
1.46586      -8.01652      174.4     2      9      1      16
1.40703      -8.49211      174.4     2      9      1      16
0.556009      -9.14385      174.4     2      9      1      16
0.178072      -10.3694      174.4     2      9      1      16
5.4137      -6.94821      175.2     2      9      1      17
4.99637      -6.89011      175.2     2      9      1      17
5.3114      -8.16783      175.2     2      9      1      17
3.76234      -5.63988      175.2     2      9      1      17
3.70869      -5.57988      175.2     2      9      1      17
4.55609      -7.39535      175.2     2      9      1      17
4.10484      -7.22077      175.2     2      9      1      17
3.24762      -6.09571      175.2     2      9      1      17
4.3734      -9.52218      175.2     2      9      1      17
1.98607      -7.42391      175.2     2      9      1      17
8.06135      -6.37708      174.4     2      9      1      18
5.90242      -4.26016      174.4     2      9      1      18
5.77635      -6.49583      174.4     2      9      1      18
5.39314      -6.92152      174.4     2      9      1      18
3.75971      -5.32683      174.4     2      9      1      18
6.52207      -8.32696      174.4     2      9      1      18
3.69696      -5.55948      174.4     2      9      1      18
4.95939      -6.87388      174.4     2      9      1      18
8.48614      -2.61376      175.2     2      9      1      19
7.03324      -2.06918      175.2     2      9      1      19
7.75518      -2.97293      175.2     2      9      1      19
6.27356      -3.54587      175.2     2      9      1      19
8.50685      -4.8886      175.2     2      9      1      19
6.03957      -4.32811      175.2     2      9      1      19
6.68855      0.645375      174.4     2      9      1      20
8.40804      0.238079      174.4     2      9      1      20
7.79458      0.0127608      174.4     2      9      1      20
6.707      -1.41407      174.4     2      9      1      20
8.93016      -2.09718      174.4     2      9      1      20
7.00008      -2.05958      174.4     2      9      1      20
8.45152      -2.58772      174.4     2      9      1      20
11.7592      0.685352      175.6     2      9      2      1
11.3307      3.74627      174.8     2      9      2      2
9.82455      3.65527      174.8     2      9      2      2
13.1896      5.31466      174.8     2      9      2      2
10.4188      5.20055      174.8     2      9      2      2
10.2867      5.66124      175.6     2      9      2      3
10.0482      5.96321      175.6     2      9      2      3
9.15687      6.44313      175.6     2      9      2      3
8.97326      6.66007      175.6     2      9      2      3
8.60357      7.17315      175.6     2      9      2      3
8.51915      6.31557      174.8     2      9      2      4
8.56808      7.1314      174.8     2      9      2      4
9.66471      8.37955      174.8     2      9      2      4
8.37696      8.64246      174.8     2      9      2      4
7.18899      7.67513      174.8     2      9      2      4
8.79951      10.0431      174.8     2      9      2      4
7.06832      10.0883      175.6     2      9      2      5
2.8593      10.9834      174.8     2      9      2      6
2.84397      11.8782      174.8     2      9      2      6
2.91038      11.0047      175.6     2      9      2      7
2.84718      11.9287      175.6     2      9      2      7
0.849884      11.116      175.6     2      9      2      7
-0.084425      12.1683      175.6     2      9      2      7
0.0719956      13.6236      175.6     2      9      2      7
0.031809      13.321      174.8     2      9      2      8
-0.0904983      12.1125      174.8     2      9      2      8
-0.996217      11.244      174.8     2      9      2      8
-1.26099      10.5285      174.8     2      9      2      8
-1.96775      10.174      174.8     2      9      2      8
-1.97322      10.2222      175.6     2      9      2      9
-3.05941      10.1285      175.6     2      9      2      9
-4.00992      11.9279      175.6     2      9      2      9
-4.7242      11.4609      175.6     2      9      2      9
-4.8921      10.8873      175.6     2      9      2      9
-5.29667      11.396      175.6     2      9      2      9
-5.38431      11.561      175.6     2      9      2      9
-4.8723      10.8297      174.8     2      9      2      10
-5.32921      11.524      174.8     2      9      2      10
-6.21691      10.6469      174.8     2      9      2      10
-6.9385      11.5887      174.8     2      9      2      10
-7.39804      9.0981      174.8     2      9      2      10
-7.44658      9.15904      175.6     2      9      2      11
-7.02828      7.45357      175.6     2      9      2      11
-8.95382      6.95767      175.6     2      9      2      11
-8.06875      6.21683      174.8     2      9      2      12
-8.93414      5.16047      174.8     2      9      2      12
-10.2091      5.06954      174.8     2      9      2      12
-9.46576      4.55904      174.8     2      9      2      12
-10.257      5.08683      175.6     2      9      2      13
-9.48619      4.59197      175.6     2      9      2      13
-10.0303      3.67359      175.6     2      9      2      13
-10.4778      1.50636      174.8     2      9      2      14
-10.5654      1.35521      174.8     2      9      2      14
-11.8118      1.02268      174.8     2      9      2      14
-12.5411      1.04905      174.8     2      9      2      14
-10.6361      -0.727163      175.6     2      9      2      15
-12.7769      -0.992686      175.6     2      9      2      15
-11.5216      -1.00576      175.6     2      9      2      15
-9.80148      -2.93307      174.8     2      9      2      16
-12.5749      -5.76787      174.8     2      9      2      16
-8.9598      -8.1272      174.8     2      9      2      18
-8.22229      -7.63293      174.8     2      9      2      18
-7.58878      -7.74258      174.8     2      9      2      18
-9.13239      -9.89431      174.8     2      9      2      18
-9.18573      -10.3648      174.8     2      9      2      18
-6.14798      -9.05856      175.6     2      9      2      19
-5.65936      -8.60516      175.6     2      9      2      19
-5.01612      -8.98937      175.6     2      9      2      19
-5.81505      -12.4336      175.6     2      9      2      19
-6.15351      -13.0033      174.8     2      9      2      20
-1.63913      -10.4427      175.6     2      9      2      21
-1.37144      -10.5535      175.6     2      9      2      21
-1.31995      -13.2593      175.6     2      9      2      21
-0.755827      -11.7673      175.6     2      9      2      21
-0.186415      -13.1654      175.6     2      9      2      21
0.248769      -10.464      175.6     2      9      2      21
0.0926701      -12.8543      175.6     2      9      2      21
0.0980592      -12.8511      175.6     2      9      2      21
-0.167227      -13.1127      174.8     2      9      2      22
0.199822      -10.4034      174.8     2      9      2      22
0.764679      -11.6696      174.8     2      9      2      22
1.76855      -11.5767      174.8     2      9      2      22
2.60088      -11.3721      174.8     2      9      2      22
2.60002      -11.4666      175.6     2      9      2      23
4.38819      -9.54688      175.6     2      9      2      23
5.52565      -12.7445      175.6     2      9      2      23
5.09645      -11.5052      175.6     2      9      2      23
4.36477      -9.50506      174.8     2      9      2      24
6.64154      -12.4848      174.8     2      9      2      24
6.48827      -11.1977      174.8     2      9      2      24
6.54037      -8.33904      174.8     2      9      2      24
6.56653      -8.33995      174.8     2      9      2      24
6.58127      -8.36782      175.6     2      9      2      25
6.61805      -8.31586      175.6     2      9      2      25
8.94804      -10.6309      175.6     2      9      2      25
9.38791      -8.91671      175.6     2      9      2      25
9.4025      -8.91628      175.6     2      9      2      25
9.36634      -8.07461      175.6     2      9      2      25
8.58211      -7.06519      175.6     2      9      2      25
8.11952      -6.41896      175.6     2      9      2      25
8.4588      -6.97327      174.8     2      9      2      26
8.07809      -6.39116      174.8     2      9      2      26
9.45993      -5.0952      174.8     2      9      2      26
11.8759      -6.46565      174.8     2      9      2      26
11.6004      -5.69683      174.8     2      9      2      26
11.6624      -5.70836      175.6     2      9      2      27
10.3253      -4.3158      175.6     2      9      2      27
11.0637      -2.92337      174.8     2      9      2      28
11.1363      -1.20613      174.8     2      9      2      28
15.5738      5.5636      174.4     2      9      3      2
13.9969      3.90584      174.4     2      9      3      2
15.726      3.8595      174.4     2      9      3      2
13.857      7.48545      175.2     2      9      3      3
14.5065      7.63237      175.2     2      9      3      3
14.3865      7.41607      175.2     2      9      3      3
13.22      5.32188      175.2     2      9      3      3
15.6287      5.60496      175.2     2      9      3      3
13.1932      9.02283      174.4     2      9      3      4
14.0362      8.87462      174.4     2      9      3      4
14.6439      8.95825      174.4     2      9      3      4
11.4796      13.7849      175.2     2      9      3      5
11.5777      12.9647      175.2     2      9      3      5
12.5059      11.7722      175.2     2      9      3      5
7.0006      12.5804      174.4     2      9      3      6
8.85887      14.0291      174.4     2      9      3      6
7.80925      12.2586      174.4     2      9      3      6
9.31983      13.6697      174.4     2      9      3      6
9.11739      13.0537      174.4     2      9      3      6
11.283      13.8851      174.4     2      9      3      6
6.66426      15.1064      175.2     2      9      3      7
6.80258      15.2801      175.2     2      9      3      7
7.95123      14.9433      175.2     2      9      3      7
7.02136      12.6374      175.2     2      9      3      7
7.88347      14.4778      175.2     2      9      3      7
3.53919      16.3546      174.4     2      9      3      8
-0.00756347      14.5569      175.2     2      9      3      9
2.00008      15.0445      175.2     2      9      3      9
-1.83003      14.3057      174.4     2      9      3      10
-0.429347      17.3125      174.4     2      9      3      10
-0.0480663      14.4817      174.4     2      9      3      10
-5.16622      13.9681      175.2     2      9      3      11
-5.06378      13.7412      175.2     2      9      3      11
-4.98825      15.9456      175.2     2      9      3      11
-4.37002      15.023      175.2     2      9      3      11
-4.27028      15.4539      175.2     2      9      3      11
-3.72288      14.8647      175.2     2      9      3      11
-6.53031      13.5844      174.4     2      9      3      12
-6.84998      16.0534      174.4     2      9      3      12
-6.77633      16.3197      174.4     2      9      3      12
-4.82769      13.7929      174.4     2      9      3      12
-8.85765      12.8078      175.2     2      9      3      13
-8.86036      13.4292      175.2     2      9      3      13
-11.1336      11.2709      174.4     2      9      3      14
-15.4879      8.5365      174.4     2      9      3      16
-16.3664      2.70894      175.2     2      9      3      17
-14.5166      3.43597      175.2     2      9      3      17
-15.1841      0.175295      174.4     2      9      3      18
-15.2985      0.563081      174.4     2      9      3      18
-14.9296      0.600852      174.4     2      9      3      18
-17.979      1.0821      174.4     2      9      3      18
-16.6087      1.40916      174.4     2      9      3      18
-17.0731      1.86659      174.4     2      9      3      18
-17.0057      2.44269      174.4     2      9      3      18
-17.2803      2.63486      174.4     2      9      3      18
-17.5508      2.96609      174.4     2      9      3      18
-17.3745      -1.90278      175.2     2      9      3      19
-14.4567      -1.64249      175.2     2      9      3      19
-16.7585      -1.01822      175.2     2      9      3      19
-15.2553      0.179844      175.2     2      9      3      19
-15.0672      -4.93097      174.4     2      9      3      20
-16.0486      -4.04299      174.4     2      9      3      20
-15.506      -9.01873      175.2     2      9      3      21
-15.5675      -8.69732      175.2     2      9      3      21
-14.509      -7.47396      175.2     2      9      3      21
-16.2121      -8.09418      175.2     2      9      3      21
-12.5539      -5.73169      175.2     2      9      3      21
-15.7741      -7.20763      175.2     2      9      3      21
-15.6313      -8.94458      174.4     2      9      3      22
-15.6196      -8.87396      174.4     2      9      3      22
-9.20571      -10.3931      175.2     2      9      3      23
-7.45334      -13.1678      174.4     2      9      3      24
-7.80688      -13.6658      174.4     2      9      3      24
-9.7789      -14.6804      174.4     2      9      3      24
-8.40356      -11.8424      174.4     2      9      3      24
-8.78014      -11.8354      174.4     2      9      3      24
-10.8046      -14.2311      174.4     2      9      3      24
-5.97931      -12.7191      175.2     2      9      3      25
-7.80027      -13.7434      175.2     2      9      3      25
-7.55524      -13.1617      175.2     2      9      3      25
-3.32008      -16.4184      174.4     2      9      3      26
-3.18845      -13.5064      174.4     2      9      3      26
-4.57615      -16.9979      174.4     2      9      3      26
-4.57538      -16.1373      174.4     2      9      3      26
-1.2758      -14.6255      175.2     2      9      3      27
-1.48525      -16.0443      175.2     2      9      3      27
3.02227      -17.0174      174.4     2      9      3      28
5.81049      -15.8219      175.2     2      9      3      29
5.69697      -17.132      175.2     2      9      3      29
4.90921      -17.4075      175.2     2      9      3      29
2.76424      -16.5787      175.2     2      9      3      29
7.34496      -12.608      174.4     2      9      3      30
6.60398      -12.4675      174.4     2      9      3      30
8.16237      -15.8391      174.4     2      9      3      30
4.77917      -13.3737      174.4     2      9      3      30
5.78858      -15.753      174.4     2      9      3      30
10.964      -13.321      175.2     2      9      3      31
8.9343      -10.6031      175.2     2      9      3      31
9.75204      -12.4748      175.2     2      9      3      31
8.02206      -12.1829      175.2     2      9      3      31
7.26387      -12.6649      175.2     2      9      3      31
11.2706      -9.87935      174.4     2      9      3      32
12.3363      -12.594      174.4     2      9      3      32
12.247      -13.244      174.4     2      9      3      32
11.6919      -13.0434      174.4     2      9      3      32
14.6708      -9.32139      175.2     2      9      3      33
11.1288      -9.78931      175.2     2      9      3      33
14.2189      -5.56147      174.4     2      9      3      34
15.1956      -7.97876      174.4     2      9      3      34
15.032      -2.90525      175.2     2      9      3      35
14.9129      -0.517273      174.4     2      9      3      36
15.5191      -2.73763      174.4     2      9      3      36
18.0761      2.67519      175.6     2      9      4      1
18.0427      2.68367      174.8     2      9      4      2
18.7012      3.28359      174.8     2      9      4      2
17.6636      3.78779      174.8     2      9      4      2
19.9026      4.35428      174.8     2      9      4      2
17.5367      4.96266      174.8     2      9      4      2
17.7238      5.06229      174.8     2      9      4      2
17.5915      5.03222      175.6     2      9      4      3
18.131      5.29423      175.6     2      9      4      3
18.515      7.51224      175.6     2      9      4      3
16.9632      8.09459      175.6     2      9      4      3
18.084      9.07901      174.8     2      9      4      4
16.9583      11.2198      175.6     2      9      4      5
16.009      13.7971      175.6     2      9      4      5
14.5196      12.7129      175.6     2      9      4      5
15.8924      13.7694      174.8     2      9      4      6
14.5014      13.0933      174.8     2      9      4      6
15.3465      15.1847      174.8     2      9      4      6
12.7315      13.4615      174.8     2      9      4      6
11.6145      13.7752      174.8     2      9      4      6
12.0456      14.2323      174.8     2      9      4      6
11.8894      14.0355      175.6     2      9      4      7
11.3918      13.8327      175.6     2      9      4      7
12.1105      16.9465      175.6     2      9      4      7
8.7597      17.1407      174.8     2      9      4      8
8.11531      17.5421      175.6     2      9      4      9
4.46091      18.3836      174.8     2      9      4      10
4.19496      21.0266      174.8     2      9      4      10
2.81478      20.0724      174.8     2      9      4      10
3.10951      20.0293      175.6     2      9      4      11
-0.587089      20.6317      174.8     2      9      4      12
-0.624601      17.4499      174.8     2      9      4      12
-1.1036      21.5456      174.8     2      9      4      12
-1.22511      19.8761      174.8     2      9      4      12
-2.84406      20.754      174.8     2      9      4      12
-2.83486      20.8582      175.6     2      9      4      13
-5.19549      21.1131      175.6     2      9      4      13
-6.52153      19.9744      174.8     2      9      4      14
-7.23993      18.1999      174.8     2      9      4      14
-6.77737      16.3956      174.8     2      9      4      14
-6.87308      16.0846      174.8     2      9      4      14
-8.08982      18.5026      174.8     2      9      4      14
-7.76818      17.4686      174.8     2      9      4      14
-6.91835      16.1499      175.6     2      9      4      15
-6.99183      16.2581      175.6     2      9      4      15
-7.72501      17.5231      175.6     2      9      4      15
-10.9807      17.2967      175.6     2      9      4      15
-10.9129      17.2302      174.8     2      9      4      16
-14.361      15.9606      175.6     2      9      4      17
-12.4168      13.7054      175.6     2      9      4      17
-12.4586      13.7103      175.6     2      9      4      17
-12.5229      13.6559      175.6     2      9      4      17
-15.604      8.57303      175.6     2      9      4      19
-17.4369      9.03802      175.6     2      9      4      19
-16.1535      7.60329      175.6     2      9      4      19
-18.1166      7.23391      174.8     2      9      4      20
-17.1808      6.62025      174.8     2      9      4      20
-19.2619      6.21644      174.8     2      9      4      20
-20.1386      4.17142      175.6     2      9      4      21
-20.1098      3.7672      175.6     2      9      4      21
-17.3877      2.68607      175.6     2      9      4      21
-17.5584      2.46083      175.6     2      9      4      21
-18.2664      2.52821      175.6     2      9      4      21
-17.7754      2.80962      174.8     2      9      4      22
-17.3241      2.66362      174.8     2      9      4      22
-17.3149      2.65282      174.8     2      9      4      22
-20.4795      1.76532      174.8     2      9      4      22
-21.2978      1.69619      174.8     2      9      4      22
-18.0324      1.04032      174.8     2      9      4      22
-21.0366      -1.55885      175.6     2      9      4      23
-17.4193      -1.89384      175.6     2      9      4      23
-20.0073      -3.62453      174.8     2      9      4      24
-17.4911      -6.96287      175.6     2      9      4      25
-18.0098      -7.69232      175.6     2      9      4      25
-16.0849      -7.99829      174.8     2      9      4      26
-16.4414      -8.59577      174.8     2      9      4      26
-15.5885      -8.78218      174.8     2      9      4      26
-15.5705      -8.98211      174.8     2      9      4      26
-17.1681      -10.9195      174.8     2      9      4      26
-15.0163      -9.76343      175.6     2      9      4      27
-15.8932      -10.9385      175.6     2      9      4      27
-16.6184      -11.8423      175.6     2      9      4      27
-13.7622      -15.4323      174.8     2      9      4      28
-12.0775      -14.6951      175.6     2      9      4      29
-12.8255      -16.2465      175.6     2      9      4      29
-10.7625      -13.8536      175.6     2      9      4      29
-9.83293      -14.7871      175.6     2      9      4      29
-9.79678      -14.7151      174.8     2      9      4      30
-5.06135      -20.1431      174.8     2      9      4      32
3.96352      -20.2131      175.6     2      9      4      35
4.76384      -20.9384      175.6     2      9      4      35
4.88139      -17.452      175.6     2      9      4      35
4.93849      -17.37      174.8     2      9      4      36
6.53506      -19.41      174.8     2      9      4      36
5.69794      -17.0974      174.8     2      9      4      36
6.98006      -19.2072      174.8     2      9      4      36
7.7517      -18.7463      174.8     2      9      4      36
7.83329      -18.3299      174.8     2      9      4      36
8.35369      -16.1357      175.6     2      9      4      37
9.53293      -16.7184      175.6     2      9      4      37
10.5181      -14.987      174.8     2      9      4      38
11.1672      -15.314      174.8     2      9      4      38
11.7223      -13.0726      174.8     2      9      4      38
11.7785      -13.1261      175.6     2      9      4      39
11.9909      -12.9703      175.6     2      9      4      39
15.2617      -14.4184      175.6     2      9      4      39
14.4816      -11.9785      174.8     2      9      4      40
15.3291      -12.0993      174.8     2      9      4      40
14.021      -10.6881      174.8     2      9      4      40
17.8985      -11.5403      174.8     2      9      4      40
18.0269      -11.3564      175.6     2      9      4      41
16.3482      -9.87666      175.6     2      9      4      41
17.9201      -5.86997      174.8     2      9      4      42
18.2514      -4.17366      175.6     2      9      4      43
17.6948      -1.94683      174.8     2      9      4      44
21.7095      3.10276      174.4     2      9      5      1
24.6396      1.10587      174.4     2      9      5      1
21.7901      3.15091      175.2     2      9      5      2
22.2387      7.12144      174.4     2      9      5      3
18.9445      10.8867      175.2     2      9      5      4
20.2745      10.0777      175.2     2      9      5      4
22.6247      10.3117      175.2     2      9      5      4
18.8347      11.3137      174.4     2      9      5      5
15.4378      15.0586      175.2     2      9      5      6
17.7336      16.7378      175.2     2      9      5      6
16.4838      15.4027      175.2     2      9      5      6
15.9534      13.7873      175.2     2      9      5      6
15.4361      15.2665      174.4     2      9      5      7
12.3161      20.1637      175.2     2      9      5      8
14.2528      20.2767      175.2     2      9      5      8
10.0921      21.9373      174.4     2      9      5      9
10.2402      21.8531      174.4     2      9      5      9
7.57971      21.3008      175.2     2      9      5      10
3.86157      21.4445      174.4     2      9      5      11
4.35147      20.7142      174.4     2      9      5      11
1.27317      24.739      175.2     2      9      5      12
-2.33898      24.2377      174.4     2      9      5      13
-2.33035      24.2383      174.4     2      9      5      13
-1.08977      21.5003      174.4     2      9      5      13
-5.22054      21.0619      175.2     2      9      5      14
-6.63489      20.0039      174.4     2      9      5      15
-12.3935      21.3478      175.2     2      9      5      16
-11.1831      20.1155      175.2     2      9      5      16
-11.7123      21.4682      175.2     2      9      5      16
-10.3334      19.329      175.2     2      9      5      16
-9.77636      22.4613      175.2     2      9      5      16
-13.6349      17.4546      174.4     2      9      5      17
-12.5533      17.6961      174.4     2      9      5      17
-12.4868      18.3616      174.4     2      9      5      17
-12.7782      18.9225      174.4     2      9      5      17
-13.0593      21.7742      174.4     2      9      5      17
-16.171      17.6181      175.2     2      9      5      18
-14.0814      15.6999      175.2     2      9      5      18
-13.7783      17.9122      175.2     2      9      5      18
-19.4531      15.473      174.4     2      9      5      19
-16.2319      14.9275      174.4     2      9      5      19
-21.2139      12.294      175.2     2      9      5      20
-19.9936      15.3817      175.2     2      9      5      20
-21.9056      10.8299      174.4     2      9      5      21
-21.0993      12.2439      174.4     2      9      5      21
-21.9049      3.60003      174.4     2      9      5      23
-22.67      5.44227      174.4     2      9      5      23
-22.7002      0.278273      175.2     2      9      5      24
-24.5741      0.881038      175.2     2      9      5      24
-24.1637      1.17164      175.2     2      9      5      24
-21.3489      1.71621      175.2     2      9      5      24
-24.7693      -2.0356      174.4     2      9      5      25
-22.2032      -0.370548      174.4     2      9      5      25
-21.7249      -5.94186      175.2     2      9      5      26
-24.229      -4.95071      175.2     2      9      5      26
-24.2979      -3.27493      175.2     2      9      5      26
-22.0544      -6.91694      174.4     2      9      5      27
-21.6276      -6.02518      174.4     2      9      5      27
